review_id,user_id,comment,review_date,product_id,seller_id,rating,updated_at,additional_data
32,213,Poor quality. Reich Leute früher anfangen. Veritatis ullam ex temporibus enim.,2025-03-20 16:34:02.150876,210,,2,2025-03-20 16:34:02.150876,"{'helpfulness_votes': 0, 'verified_purchase': False, 'images': [], 'review_title': 'Herself Mrs employee position', 'reported': False, 'language': 'en'}"
33,461,Regret buying this. Nein leben ja ganz Zimmer stehen nur Mutter. Sitzen Himmel alt Feuer tun Abend wer.,2025-02-27 16:34:02.150899,210,,2,2025-02-27 16:34:02.150899,"{'helpfulness_votes': 3, 'verified_purchase': False, 'images': [], 'review_title': 'ソース葉。', 'reported': False, 'language': 'en'}"
34,270,Didn't meet expectations. Sure likely door theory yeah million woman. 通过其中市场是一这是这个.,2025-04-12 16:34:02.150919,210,,2,2025-04-12 16:34:02.150919,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': ['review_img_34_0.jpg'], 'review_title': 'Et quasi at dicta numquam corrupti', 'reported': False, 'language': 'en'}"
35,152,Comfortable material. Polizei von Freude Schluss sehr. Tendre trop heureux tenir président.,2025-04-14 16:34:02.150940,210,,3,2025-04-14 16:34:02.150940,"{'helpfulness_votes': 1, 'verified_purchase': True, 'images': ['review_img_35_0.jpg'], 'review_title': 'Eligendi ipsa perspiciatis placeat', 'reported': False, 'language': 'de'}"
36,205,Looks great! Find impact hot hold nothing official end. Building line participant mother close laugh.,2023-04-27 16:34:02.150963,210,,5,2023-04-27 16:34:02.150963,"{'helpfulness_votes': 6, 'verified_purchase': False, 'images': [], 'review_title': 'Capital with painting today weight', 'reported': False, 'language': 'en'}"
37,189,Does the job. Manage teacher management ahead attorney matter baby. Together describe something who.,2025-03-27 16:34:02.150983,210,,3,2025-03-27 16:34:02.150983,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'ニュースタワー。', 'reported': False, 'language': 'de'}"
38,254,Superior quality! Whether home color foot. 为什游戏全国欢迎.,2025-02-08 16:34:02.151003,210,,5,2025-02-08 16:34:02.151003,"{'helpfulness_votes': 2, 'verified_purchase': False, 'images': [], 'review_title': '教会省略発生する。', 'reported': False, 'language': 'en'}"
39,49,Comfortable material. 屋根裏不自然なリニア残る。 Suscipit consequatur aliquam doloribus aliquid voluptatem.,2025-04-14 16:34:02.151022,210,,3,2025-04-14 16:34:02.151022,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': '不自然なクール拡張ホイール尊敬するヒール。', 'reported': False, 'language': 'fr'}"
40,111,Color is different than shown. Lieb anfangen Zeit leben nennen freuen nur. Expedita distinctio impedit tempora modi rem minus. Waste of money.,2025-03-24 16:34:02.151042,210,,1,2025-03-24 16:34:02.151042,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Preuve qualité léger', 'reported': False, 'language': 'en'}"
41,230,Does the job. 通行料金高いテント拡張。 じぶんの軸シェービングキャビネットダッシュ。,2025-02-19 16:34:02.151062,210,,3,2025-02-19 16:34:02.151062,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': '仕上げない緩む。', 'reported': False, 'language': 'en'}"
42,494,Absolutely love this! 科技一点社区留言管理以后. Hair company laugh sport part listen cause.,2025-04-01 16:34:02.151084,210,,5,2025-04-01 16:34:02.151084,"{'helpfulness_votes': 2, 'verified_purchase': True, 'images': [], 'review_title': 'Reposer perte entendre', 'reported': False, 'language': 'en'}"
43,305,Does the job. Excepturi dolorum quaerat blanditiis. Vero cumque eaque eligendi.,2023-09-13 16:34:02.151105,210,,3,2023-09-13 16:34:02.151105,"{'helpfulness_votes': 2, 'verified_purchase': True, 'images': [], 'review_title': 'あった催眠術ヘア葉革新分割。', 'reported': False, 'language': 'en'}"
44,41,Perfect fit! Renverser intéresser haute demeurer fenêtre. 查看的话参加他的系统用户我们.,2024-08-07 16:34:02.151125,210,,4,2024-08-07 16:34:02.151125,"{'helpfulness_votes': 4, 'verified_purchase': True, 'images': [], 'review_title': 'Hängen las werden allein Schnee um', 'reported': False, 'language': 'en'}"
45,145,Absolutely love this! Decade result college while born hope mouth. Architecto odio quo esse ad quaerat.,2024-07-18 16:34:02.151145,210,,5,2024-07-18 16:34:02.151145,"{'helpfulness_votes': 5, 'verified_purchase': True, 'images': [], 'review_title': '特徴尿。', 'reported': False, 'language': 'en'}"
46,354,It's okay. Alt turnen sieht fährt gefährlich Zug. Condamner cent de environ frais président chaîne.,2025-01-19 16:34:02.151166,210,,3,2025-01-19 16:34:02.151166,"{'helpfulness_votes': 4, 'verified_purchase': True, 'images': [], 'review_title': '彼女舗装電池省略。', 'reported': False, 'language': 'en'}"
47,392,Works perfectly! Particulier contenir paix ton puissant étranger détruire. Accept watch suggest director provide bit hear. Great value for money.,2025-04-09 16:34:02.151188,210,,5,2025-04-09 16:34:02.151188,"{'helpfulness_votes': 5, 'verified_purchase': True, 'images': [], 'review_title': 'Ipsa in sit sunt', 'reported': False, 'language': 'en'}"
48,331,Wouldn't recommend. Pull enjoy however under baby this land. 暖かいフェミニストダッシュ追放するキャビン戦略的。 Didn't meet expectations.,2025-04-10 16:34:02.151208,210,,2,2025-04-18 16:34:02.151210,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Lisser ensemble souvenir nombreux place vouloir trace secret', 'reported': False, 'language': 'en'}"
49,119,Perfect fit! Liegen auf hängen besser müssen Wohnung. ハードウェア指名犯罪者ボトルフェミニスト見出し感謝する。,2025-01-25 16:34:02.151230,210,,5,2025-01-25 16:34:02.151230,"{'helpfulness_votes': 1, 'verified_purchase': True, 'images': [], 'review_title': 'コミュニケーション人形リンク持っていました人形コピー。', 'reported': False, 'language': 'en'}"
50,149,Fabric feels cheap. 倫理欠乏転倒怒り緩む癌。 Sitzen Schüler wichtig verlieren Schuh.,2025-03-11 16:34:02.151250,210,,3,2025-03-11 16:34:02.151250,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Vieux autorité saison grâce', 'reported': False, 'language': 'en'}"
51,276,Perfect fit! Iste totam ut exercitationem velit fugit harum. カレッジ緩む行進ジャムあなた自身コーナーバーゲン。,2023-11-16 16:34:02.151306,210,,5,2023-11-16 16:34:02.151306,"{'helpfulness_votes': 7, 'verified_purchase': True, 'images': [], 'review_title': '日曜日普通の暖かい改善虐待。', 'reported': False, 'language': 'en'}"
52,333,Exceeded my expectations! 工作正在精华环境继续决定. Ex possimus molestiae maiores dicta reiciendis dolorem.,2025-02-13 16:34:02.151326,210,,4,2025-02-13 16:34:02.151326,"{'helpfulness_votes': 3, 'verified_purchase': True, 'images': [], 'review_title': 'Ok practice group experience foot official', 'reported': False, 'language': 'en'}"
53,214,Color is different than shown. Reiciendis vero cupiditate ab vel hic ipsa. Libero ipsum praesentium assumenda necessitatibus. Waste of money.,2025-03-16 16:34:02.151347,210,,2,2025-03-16 16:34:02.151347,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Such usually', 'reported': False, 'language': 'en'}"
54,172,Well made! After time section. Vergessen krank allein schön trinken stellen. Best purchase I've made.,2024-10-07 16:34:02.151367,210,,4,2024-10-07 16:34:02.151367,"{'helpfulness_votes': 1, 'verified_purchase': True, 'images': [], 'review_title': 'Tête nature autant vieil charger', 'reported': False, 'language': 'en'}"
55,110,Poorly stitched. Springen groß der Seite Sommer Wiese Dorf. Child spend off gun.,2024-08-03 16:34:02.151388,210,,2,2024-08-03 16:34:02.151388,"{'helpfulness_votes': 0, 'verified_purchase': False, 'images': [], 'review_title': 'Dicta eveniet nesciunt tempora', 'reported': False, 'language': 'en'}"
56,323,Color is different than shown. Wollen Kopf hinter hinein. Cold carry sell couple most body.,2024-12-29 16:34:02.151408,210,,3,2024-12-29 16:34:02.151408,"{'helpfulness_votes': 2, 'verified_purchase': False, 'images': [], 'review_title': '类别方法', 'reported': False, 'language': 'en'}"
57,383,Disappointed with this. 电话只是帮助. Forêt matière écrire mine fenêtre. Wouldn't recommend.,2025-02-03 16:34:02.151432,210,,2,2025-02-03 16:34:02.151432,"{'helpfulness_votes': 0, 'verified_purchase': False, 'images': [], 'review_title': '省略スペル感謝する品質。', 'reported': True, 'language': 'en'}"
58,479,Well made! Ut vero dolore sequi. 评论以上主题实现功能.,2024-05-28 16:34:02.151456,210,,4,2024-05-28 16:34:02.151456,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': '语言报告', 'reported': False, 'language': 'en'}"
59,224,Perfect fit! Expedita error fugit natus qui possimus minus. 発生する持ってる尿感謝する試してみるボトル指名。 Highly recommended.,2025-01-20 16:34:02.151479,210,,5,2025-01-20 16:34:02.151479,"{'helpfulness_votes': 1, 'verified_purchase': True, 'images': [], 'review_title': 'Hinein dir lustig Schnee wir', 'reported': False, 'language': 'fr'}"
60,410,Mixed feelings about this. Warm hat halbe ruhig also. Omnis perferendis necessitatibus aspernatur.,2025-01-27 16:34:02.151500,210,,3,2025-01-27 16:34:02.151500,"{'helpfulness_votes': 2, 'verified_purchase': False, 'images': [], 'review_title': '具有点击最新浏览教育名称如此发展', 'reported': False, 'language': 'en'}"
61,173,Poorly stitched. 細かい中央省略ダッシュ私ヒット。 Poche noir bois enfance rejeter auteur.,2024-07-21 16:34:02.151521,210,,3,2024-07-21 16:34:02.151521,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Odit dignissimos molestias', 'reported': False, 'language': 'en'}"
62,499,Exceeded my expectations! Oma beißen und. 信息功能有限还是帮助觉得.,2025-04-14 16:34:02.151542,210,,4,2025-04-14 16:34:02.151542,"{'helpfulness_votes': 3, 'verified_purchase': True, 'images': [], 'review_title': 'Few', 'reported': False, 'language': 'en'}"
63,400,Good but not great. Lassen Küche denn auch Baum fünf jeder. Étonner trembler présent traverser.,2025-04-04 16:34:02.151563,210,,3,2025-04-04 16:34:02.151563,"{'helpfulness_votes': 2, 'verified_purchase': True, 'images': [], 'review_title': '学生発生する尊敬する持ってる奨励します。', 'reported': False, 'language': 'en'}"
64,248,"Stopped working after. Riche importer âge ventre fil. Quasi nulla praesentium repellat illum nemo adipisci voluptatibus.

FOLLOW-UP: Schenken plötzlich den fest Sohn.",2025-03-22 16:34:02.151649,917,,2,2025-03-29 16:34:02.151649,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': '次数经营女人浏览', 'reported': False, 'language': 'en'}"
65,444,Great value for money! Impression facile champ emmener. Auch los schnell.,2025-04-08 16:34:02.151677,917,,4,2025-04-08 16:34:02.151677,"{'helpfulness_votes': 2, 'verified_purchase': True, 'images': [], 'review_title': '虽然只是一些积分', 'reported': False, 'language': 'en'}"
66,178,Wouldn't recommend. Même importer protéger cuisine delà. 最大国家北京问题事情不是.,2025-02-23 16:34:02.151697,917,,2,2025-02-23 16:34:02.151697,"{'helpfulness_votes': 0, 'verified_purchase': False, 'images': [], 'review_title': '感謝する舗装目的索引持ってる。', 'reported': False, 'language': 'en'}"
67,474,Regret buying this. Employee we either lot. Morning soldier within science tonight.,2025-03-12 16:34:02.151718,917,,2,2025-03-12 16:34:02.151718,"{'helpfulness_votes': 0, 'verified_purchase': False, 'images': [], 'review_title': 'Firm close deep manager suddenly sport building use everybody', 'reported': False, 'language': 'en'}"
68,281,Fast performance. D'Abord face apprendre matière rouge. 賞賛する仕上げ革新式錯覚。,2025-04-15 16:34:02.151739,917,,3,2025-04-15 16:34:02.151739,"{'helpfulness_votes': 3, 'verified_purchase': True, 'images': [], 'review_title': '历史国内精华国际由于', 'reported': False, 'language': 'en'}"
69,49,Exceeded my expectations! Magnifique embrasser clef conscience inquiéter flot. Espoir pourquoi selon soutenir endroit chant complètement.,2025-04-16 16:34:02.151758,917,,4,2025-04-16 16:34:02.151758,"{'helpfulness_votes': 3, 'verified_purchase': True, 'images': [], 'review_title': 'An nicht der Hand Schule', 'reported': False, 'language': 'en'}"
70,12,Battery drains quickly. Noch dein einige Vater bleiben. Nun warum dunkel Leute.,2025-03-01 16:34:02.151777,917,,2,2025-03-01 16:34:02.151777,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Participant late', 'reported': False, 'language': 'en'}"
71,26,Mixed feelings about this. 的人信息一点地址他的. Oben danach fliegen gab finden heute Zahl.,2025-02-03 16:34:02.151796,917,,3,2025-02-03 16:34:02.151796,"{'helpfulness_votes': 2, 'verified_purchase': True, 'images': [], 'review_title': 'So öffnen wer gleich Haare', 'reported': False, 'language': 'en'}"
72,122,Wouldn't recommend. Dicta error laboriosam iusto inventore aperiam quo. Zimmer halbe denken Wald jeder halbe.,2025-04-07 16:34:02.151815,917,,2,2025-04-07 16:34:02.151815,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': '工具当然之后进行', 'reported': False, 'language': 'en'}"
73,173,Exceeded my expectations! 一样但是软件手机应该能力他的. 持つ近代化する目的試してみる。,2024-10-24 16:34:02.151834,917,,5,2024-10-24 16:34:02.151834,"{'helpfulness_votes': 1, 'verified_purchase': True, 'images': [], 'review_title': 'Triste mais prêt froid instinct', 'reported': False, 'language': 'en'}"
74,207,Poor quality. Again finish first bad upon girl sign hair. Management federal organization. Poor quality.,2025-02-01 16:34:02.151855,917,,2,2025-02-01 16:34:02.151855,"{'helpfulness_votes': 1, 'verified_purchase': True, 'images': [], 'review_title': '狭い状況サラダ。', 'reported': False, 'language': 'en'}"
75,340,Didn't meet expectations. Bis Minutenmir nimmt beide. Just call lead account bad control increase. Disappointed with this.,2025-04-04 16:34:02.151909,171,,2,2025-04-04 16:34:02.151909,"{'helpfulness_votes': 4, 'verified_purchase': False, 'images': [], 'review_title': 'Explicabo illo officia ea animi', 'reported': False, 'language': 'en'}"
76,184,Wouldn't recommend. Police with sing identify should loss. 知覚ヘア風景。,2025-03-27 16:34:02.151930,171,,1,2025-03-27 16:34:02.151930,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Stehen selbst sprechen nichts war schwer bin selbst Schluss', 'reported': False, 'language': 'en'}"
77,292,As expected. 主题各种自己人民首页. Excepturi iste numquam consequuntur.,2025-03-07 16:34:02.151951,171,,3,2025-03-07 16:34:02.151951,"{'helpfulness_votes': 3, 'verified_purchase': False, 'images': [], 'review_title': 'Repellat rem dicta error nostrum quis', 'reported': False, 'language': 'en'}"
78,441,Didn't meet expectations. 专业数据孩子通过. Case war say position evidence worry.,2025-04-11 16:34:02.151971,171,,2,2025-04-11 16:34:02.151971,"{'helpfulness_votes': 2, 'verified_purchase': True, 'images': [], 'review_title': 'Ratione minima harum suscipit iste', 'reported': False, 'language': 'en'}"
79,33,Didn't meet expectations. Not manager vote decide. Feeling far people body blood win.,2024-06-07 16:34:02.151991,171,,1,2024-06-07 16:34:02.151991,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Eos ipsam vero', 'reported': False, 'language': 'en'}"
80,234,"Not worth the money. 不自然なプラスチック暖かいオークションバケツ錯覚擁するデッド。 Fliegen war böse mit schicken schlimm.

UPDATE: 不过如何程序世界选择任何那些设计.",2025-01-25 16:34:02.152011,171,,1,2025-01-26 16:34:02.152011,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': '通行料金隠す建築索引錯覚。', 'reported': False, 'language': 'en'}"
81,314,Didn't meet expectations. Verkaufen sein groß zwei Fuß Mann Ball. Ipsam laboriosam fugiat ab.,2024-09-29 16:34:02.152036,171,,1,2024-09-29 16:34:02.152036,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Worker interest its machine from large court risk stage', 'reported': False, 'language': 'en'}"
82,485,Didn't meet expectations. Être travail prêter noire françois. Papa beim um verkaufen zehn.,2024-05-30 16:34:02.152058,171,,1,2024-05-30 16:34:02.152058,"{'helpfulness_votes': 2, 'verified_purchase': True, 'images': [], 'review_title': 'Impedit quam', 'reported': False, 'language': 'en'}"
83,388,Poor quality. Science juste agiter plaisir devenir. Sonner vraiment vraiment conscience découvrir vite.,2023-10-13 16:34:02.152079,171,,1,2023-10-31 16:34:02.152079,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Portier moitié imaginer vin voie', 'reported': False, 'language': 'en'}"
84,155,Poor quality. Nämlich Leute Wort Rad wir Eltern doch. Essayer connaître vieillard honneur hiver.,2025-04-03 16:34:02.152100,171,,1,2025-04-03 16:34:02.152100,"{'helpfulness_votes': 3, 'verified_purchase': True, 'images': [], 'review_title': '其中时间最后大家今年地址方法', 'reported': False, 'language': 'en'}"
85,444,Stopped working after. Month management rather make friend class. Property without traditional almost figure plant Democrat wife.,2025-02-19 16:34:02.152121,171,,1,2025-02-19 16:34:02.152121,"{'helpfulness_votes': 0, 'verified_purchase': False, 'images': [], 'review_title': 'Deleniti perspiciatis molestias odit mollitia', 'reported': False, 'language': 'en'}"
86,129,Waste of money. Exister anglais article blanc phrase. Mein Hunger ihr Fußball sofort.,2025-04-07 16:34:02.152141,171,,2,2025-04-07 16:34:02.152141,"{'helpfulness_votes': 2, 'verified_purchase': True, 'images': [], 'review_title': 'Letzte seit wer', 'reported': False, 'language': 'en'}"
87,5,Not worth the money. 戦略的ホイールノートスペル。 语言部门来源的是.,2024-08-09 16:34:02.152159,171,,1,2024-08-09 16:34:02.152159,"{'helpfulness_votes': 0, 'verified_purchase': True, 'images': [], 'review_title': 'Désigner classe fleur', 'reported': False, 'language': 'en'}"
